GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39
Id,Id2,Geography,Estimate;  Total: ,Margins of Error;  Total: ,Estimate;  Veteran ,Margins of Error;  Veteran ,Estimate;  Nonveteran ,Margins of Error;  Nonveteran ,Estimate;  Male: ,Margins of Error;  Male: ,Estimate;  Veteran ,Margins of Error;  Veteran ,Estimate;  Nonveteran ,Margins of Error;  Nonveteran ,Estimate;  Male: 18 to 34 years: ,Margins of Error;  Male: 18 to 34 years: ,Estimate;  Male: 18 to 34 years: Veteran ,Margins of Error;  Male: 18 to 34 years: Veteran ,Estimate;  Male: 18 to 34 years: Nonveteran ,Margins of Error;  Male: 18 to 34 years: Nonveteran ,Estimate;  Male: 35 to 54 years: ,Margins of Error;  Male: 35 to 54 years: ,Estimate;  Male: 35 to 54 years: Veteran ,Margins of Error;  Male: 35 to 54 years: Veteran ,Estimate;  Male: 35 to 54 years: Nonveteran ,Margins of Error;  Male: 35 to 54 years: Nonveteran ,Estimate;  Male: 55 to 64 years: ,Margins of Error;  Male: 55 to 64 years: ,Estimate;  Male: 55 to 64 years: Veteran ,Margins of Error;  Male: 55 to 64 years: Veteran ,Estimate;  Male: 55 to 64 years: Nonveteran ,Margins of Error;  Male: 55 to 64 years: Nonveteran ,Estimate;  Male: 65 to 74 years: ,Margins of Error;  Male: 65 to 74 years: ,Estimate;  Male: 65 to 74 years: Veteran ,Margins of Error;  Male: 65 to 74 years: Veteran ,Estimate;  Male: 65 to 74 years: Nonveteran ,Margins of Error;  Male: 65 to 74 years: Nonveteran ,Estimate;  Male: 75 years and over: ,Margins of Error;  Male: 75 years and over: ,Estimate;  Male: 75 years and over: Veteran ,Margins of Error;  Male: 75 years and over: Veteran ,Estimate;  Male: 75 years and over: Nonveteran ,Margins of Error;  Male: 75 years and over: Nonveteran ,Estimate;  Female: ,Margins of Error;  Female: ,Estimate;  Veteran ,Margins of Error;  Veteran ,Estimate;  Nonveteran ,Margins of Error;  Nonveteran ,Estimate;  Female: 18 to 34 years: ,Margins of Error;  Female: 18 to 34 years: ,Estimate;  Female: 18 to 34 years: Veteran ,Margins of Error;  Female: 18 to 34 years: Veteran ,Estimate;  Female: 18 to 34 years: Nonveteran ,Margins of Error;  Female: 18 to 34 years: Nonveteran ,Estimate;  Female: 35 to 54 years: ,Margins of Error;  Female: 35 to 54 years: ,Estimate;  Female: 35 to 54 years: Veteran ,Margins of Error;  Female: 35 to 54 years: Veteran ,Estimate;  Female: 35 to 54 years: Nonveteran ,Margins of Error;  Female: 35 to 54 years: Nonveteran ,Estimate;  Female: 55 to 64 years: ,Margins of Error;  Female: 55 to 64 years: ,Estimate;  Female: 55 to 64 years: Veteran ,Margins of Error;  Female: 55 to 64 years: Veteran ,Estimate;  Female: 55 to 64 years: Nonveteran ,Margins of Error;  Female: 55 to 64 years: Nonveteran ,Estimate;  Female: 65 to 74 years: ,Margins of Error;  Female: 65 to 74 years: ,Estimate;  Female: 65 to 74 years: Veteran ,Margins of Error;  Female: 65 to 74 years: Veteran ,Estimate;  Female: 65 to 74 years: Nonveteran ,Margins of Error;  Female: 65 to 74 years: Nonveteran ,Estimate;  Female: 75 years and over: ,Margins of Error;  Female: 75 years and over: ,Estimate;  Female: 75 years and over: Veteran ,Margins of Error;  Female: 75 years and over: Veteran ,Estimate;  Female: 75 years and over: Nonveteran ,Margins of Error;  Female: 75 years and over: Nonveteran 
0400000US09,09,Connecticut,2788416,511,209882,2495,2578534,2579,1336320,425,198626,2454,1137694,2523,387153,429,9693,851,377460,966,497032,418,37798,1199,459234,1281,226067,223,41095,1231,184972,1208,130169,215,50419,1125,79750,1172,95899,169,59621,878,36278,897,1452096,290,11256,591,1440840,628,380649,270,1431,269,379218,387,524129,285,4685,476,519444,558,242307,168,2136,238,240171,298,150372,236,846,181,149526,305,154639,221,2158,267,152481,352
0600000US0900104720,0900104720,"Bethel town, Fairfield County, Connecticut",14729,249,1115,188,13614,258,7017,247,1051,188,5966,269,1788,258,29,26,1759,256,2935,219,53,38,2882,213,1104,191,231,105,873,151,689,140,402,125,287,85,501,134,336,125,165,74,7712,234,64,59,7648,230,1723,239,31,48,1692,240,3341,220,22,27,3319,231,1365,175,0,19,1365,175,701,113,0,19,701,113,582,143,11,19,571,141
0600000US0900108070,0900108070,"Bridgeport town, Fairfield County, Connecticut",109789,951,4644,432,105145,991,52163,1023,4360,404,47803,1022,21402,1028,272,118,21130,997,18008,671,1050,232,16958,734,6821,424,959,192,5862,410,3429,294,842,153,2587,281,2503,272,1237,206,1266,203,57626,943,284,121,57342,939,21376,805,81,60,21295,799,19811,704,155,91,19656,700,7954,404,42,32,7912,402,4389,340,0,28,4389,340,4096,311,6,10,4090,311
0600000US0900108980,0900108980,"Brookfield town, Fairfield County, Connecticut",12918,261,745,147,12173,263,6318,257,743,147,5575,274,1412,309,14,21,1398,307,2520,220,115,82,2405,228,1172,184,95,53,1077,183,648,129,257,87,391,102,566,133,262,102,304,104,6600,269,2,4,6598,268,1357,217,0,19,1357,217,2592,198,0,19,2592,198,1198,197,0,19,1198,197,841,143,0,19,841,143,612,140,2,4,610,140
0600000US0900118500,0900118500,"Danbury town, Fairfield County, Connecticut",65156,776,3566,365,61590,806,31503,934,3402,359,28101,0904,10601,747,251,129,10350,737,12253,658,605,186,11648,657,4321,418,615,175,3706,394,2619,278,908,203,1711,278,1709,244,1023,203,686,162,33653,742,164,93,33489,750,10687,773,19,31,10668,773,11916,454,84,80,11832,460,4958,420,11,17,4947,418,3073,260,0,28,3073,260,3019,350,50,37,2969,343
0600000US0900118850,0900118850,"Darien town, Fairfield County, Connecticut",14037,297,660,110,13377,310,6674,262,645,112,6029,262,1128,236,0,22,1128,236,3240,178,72,43,3168,180,1289,171,63,45,1226,161,549,101,228,68,321,82,468,77,282,73,186,48,7363,240,15,19,7348,238,1201,197,0,22,1201,197,3579,177,0,22,3579,177,1130,172,0,22,1130,172,817,122,8,12,809,122,636,121,7,16,629,112
0600000US0900123890,0900123890,"Easton town, Fairfield County, Connecticut",5562,158,370,85,5192,166,2722,135,326,75,2396,152,375,111,0,17,375,111,1250,107,43,32,1207,114,517,116,19,22,498,113,428,104,177,69,251,93,152,56,87,47,65,31,2840,124,44,31,2796,126,303,98,0,17,303,98,1245,100,9,14,1236,102,614,111,13,21,601,110,363,79,0,17,363,79,315,71,22,18,293,68
0600000US0900126620,0900126620,"Fairfield town, Fairfield County, Connecticut",45226,519,2625,216,42601,577,20901,458,2569,216,18332,513,4995,473,51,37,4944,478,8827,329,343,106,8484,339,3450,251,398,93,3052,238,2027,177,761,130,1266,157,1602,180,1016,142,586,129,24325,437,56,32,24269,438,6027,420,0,28,6027,420,9031,347,29,23,9002,346,3794,268,0,28,3794,268,2423,204,0,28,2423,204,3050,266,27,23,3023,267
0600000US0900133620,0900133620,"Greenwich town, Fairfield County, Connecticut",45596,504,2298,216,43298,527,21653,491,2189,210,19464,520,4463,444,0,28,4463,444,9526,356,215,90,9311,363,3651,287,290,97,3361,271,2106,254,610,124,1496,214,1907,190,1074,151,833,137,23943,451,109,55,23834,447,4104,399,22,34,4082,398,10605,457,30,28,10575,459,3730,338,24,23,3706,333,2697,268,17,18,2680,266,2807,337,16,21,2791,329
