GEO.id,GEO.id2,GEO.display-label,B21001_001E,B21001_001M,B21001_002E,B21001_002M,B21001_003E,B21001_003M,B21001_004E,B21001_004M,B21001_005E,B21001_005M,B21001_006E,B21001_006M,B21001_007E,B21001_007M,B21001_008E,B21001_008M,B21001_009E,B21001_009M,B21001_010E,B21001_010M,B21001_011E,B21001_011M,B21001_012E,B21001_012M,B21001_013E,B21001_013M,B21001_014E,B21001_014M,B21001_015E,B21001_015M,B21001_016E,B21001_016M,B21001_017E,B21001_017M,B21001_018E,B21001_018M,B21001_019E,B21001_019M,B21001_020E,B21001_020M,B21001_021E,B21001_021M,B21001_022E,B21001_022M,B21001_023E,B21001_023M,B21001_024E,B21001_024M,B21001_025E,B21001_025M,B21001_026E,B21001_026M,B21001_027E,B21001_027M,B21001_028E,B21001_028M,B21001_029E,B21001_029M,B21001_030E,B21001_030M,B21001_031E,B21001_031M,B21001_032E,B21001_032M,B21001_033E,B21001_033M,B21001_034E,B21001_034M,B21001_035E,B21001_035M,B21001_036E,B21001_036M,B21001_037E,B21001_037M,B21001_038E,B21001_038M,B21001_039E,B21001_039M
0600000US0901317800,0901317800,"Coventry town, Tolland County, Connecticut",9759,178,782,183,8977,233,4731,238,752,175,3979,263,1149,262,39,37,1110,254,1638,193,132,89,1506,200,966,170,107,61,859,160,679,149,339,118,340,112,299,114,135,78,164,77,5028,212,30,36,4998,210,1253,200,0,19,1253,200,1846,187,0,19,1846,187,1018,194,30,36,988,197,567,134,0,19,567,134,344,121,0,19,344,121
0600000US0900504930,0900504930,"Bethlehem town, Litchfield County, Connecticut",2770,91,214,64,2556,113,1410,103,201,62,1209,108,364,97,0,12,364,97,421,75,13,15,408,76,311,77,32,27,279,69,212,56,95,49,117,46,102,43,61,35,41,28,1360,92,13,15,1347,91,204,66,0,12,204,66,395,78,0,12,395,78,440,72,7,11,433,72,180,52,0,12,180,52,141,44,6,9,135,44
0600000US0901540500,0901540500,"Killingly town, Windham County, Connecticut",13334,332,1447,259,11887,409,6327,314,1384,244,4943,320,1579,253,150,151,1429,217,2309,230,297,110,2012,235,1386,209,381,156,1005,180,599,103,303,83,296,84,454,110,253,94,201,86,7007,309,63,70,6944,307,1685,232,0,19,1685,232,2439,239,39,56,2400,236,1281,183,0,19,1281,183,951,184,13,23,938,183,651,148,11,17,640,143
0600000US0900148620,0900148620,"Monroe town, Fairfield County, Connecticut",14672,263,523,123,14149,292,6927,353,523,123,6404,379,1411,292,17,26,1394,287,2866,241,48,47,2818,239,1342,188,42,41,1300,184,840,147,139,72,701,145,468,115,277,99,191,86,7745,319,0,19,7745,319,1594,279,0,19,1594,279,2939,237,0,19,2939,237,1493,184,0,19,1493,184,969,157,0,19,969,157,750,147,0,19,750,147
0600000US0900345820,0900345820,"Marlborough town, Hartford County, Connecticut",5036,182,322,116,4714,179,2488,166,277,102,2211,161,463,146,0,17,463,146,1000,174,41,39,959,181,511,128,34,38,477,124,412,131,167,95,245,88,102,62,35,32,67,57,2548,169,45,39,2503,178,519,122,9,15,510,121,925,163,24,32,901,162,467,161,0,17,467,161,481,101,12,18,469,103,156,94,0,17,156,94
0600000US0900350440,0900350440,"New Britain town, Hartford County, Connecticut",55900,825,2053,300,53847,875,26862,698,1925,287,24937,731,10631,785,151,74,10480,786,8251,480,359,136,7892,484,4033,306,324,99,3709,308,2257,278,459,99,1798,276,1690,235,632,143,1058,219,29038,643,128,59,28910,641,10110,507,28,31,10082,501,9020,461,27,23,8993,459,4500,387,6,9,4494,386,2841,300,33,35,2808,306,2567,227,34,32,2533,233
0600000US0901144210,0901144210,"Lyme town, New London County, Connecticut",2058,79,153,42,1905,83,1019,57,153,42,866,63,159,52,5,8,154,53,310,59,2,5,308,58,208,44,40,24,168,48,211,47,48,24,163,44,131,39,58,30,73,32,1039,69,0,12,1039,69,180,51,0,12,180,51,284,60,0,12,284,60,189,41,0,12,189,41,195,46,0,12,195,46,191,52,0,12,191,52
0600000US0901501430,0901501430,"Ashford town, Windham County, Connecticut",3452,114,248,89,3204,135,1769,159,219,80,1550,145,434,137,22,25,412,141,707,120,50,52,657,120,378,86,75,53,303,81,160,45,47,26,113,39,90,42,25,22,65,41,1683,145,29,29,1654,146,384,96,17,25,367,94,572,113,12,19,560,112,406,91,0,12,406,91,169,45,0,12,169,45,152,47,0,12,152,47
0600000US0900747080,0900747080,"Middlefield town, Middlesex County, Connecticut",3653,126,294,88,3359,128,1737,110,287,87,1450,98,295,84,0,12,295,84,632,102,31,29,601,103,352,92,67,49,285,89,278,79,83,46,195,77,180,59,106,43,74,42,1916,104,7,11,1909,104,431,101,0,12,431,101,713,96,7,11,706,94,338,75,0,12,338,75,216,50,0,12,216,50,218,65,0,12,218,65
0600000US0900722490,0900722490,"East Hampton town, Middlesex County, Connecticut",10262,218,897,159,9365,273,5087,230,839,161,4248,257,1053,178,35,38,1018,181,1948,189,168,81,1780,201,1041,142,162,66,879,138,780,137,314,105,466,109,265,85,160,75,105,40,5175,202,58,44,5117,210,982,164,15,26,967,159,1967,172,25,22,1942,169,1111,153,18,27,1093,156,751,117,0,19,751,117,364,99,0,19,364,99
0600000US0901148900,0901148900,"Montville town, New London County, Connecticut",15690,270,1954,239,13736,307,8577,335,1883,238,6694,369,2589,311,108,81,2481,311,2910,294,390,125,2520,302,1473,211,395,130,1078,209,844,189,403,129,441,167,761,135,587,128,174,86,7113,303,71,43,7042,298,1598,250,9,15,1589,248,2310,271,17,21,2293,269,1552,223,4,6,1548,223,845,159,30,30,815,155,808,173,11,12,797,171
0600000US0901588190,0901588190,"Woodstock town, Windham County, Connecticut",6152,246,508,172,5644,267,3143,221,508,172,2635,239,717,196,60,66,657,191,1089,139,119,59,970,149,610,152,29,32,581,153,495,116,159,67,336,104,232,125,141,116,91,51,3009,189,0,17,3009,189,689,145,0,17,689,145,997,145,0,17,997,145,699,156,0,17,699,156,433,102,0,17,433,102,191,79,0,17,191,79
0600000US0900761800,0900761800,"Portland town, Middlesex County, Connecticut",7364,203,646,166,6718,241,3444,207,614,161,2830,196,774,183,34,43,740,177,1074,134,66,51,1008,146,874,149,148,76,726,147,425,116,169,90,256,93,297,99,197,75,100,63,3920,186,32,39,3888,195,736,159,11,19,725,157,1447,166,0,17,1447,166,651,151,21,33,630,156,518,121,0,17,518,121,568,129,0,17,568,129
0600000US0900740710,0900740710,"Killingworth town, Middlesex County, Connecticut",5037,148,304,128,4733,176,2446,168,295,126,2151,171,552,145,26,49,526,151,798,134,54,53,744,134,488,141,39,37,449,139,374,99,94,68,280,84,234,73,82,53,152,59,2591,149,9,14,2582,148,456,120,0,17,456,120,856,139,0,17,856,139,586,148,9,14,577,146,449,122,0,17,449,122,244,95,0,17,244,95
0600000US0900510940,0900510940,"Canaan town, Litchfield County, Connecticut",996,95,79,43,917,93,497,59,68,29,429,60,95,36,0,12,95,36,131,32,6,6,125,31,121,37,15,19,106,34,111,35,27,20,84,28,39,19,20,10,19,18,499,52,11,19,488,52,73,28,0,12,73,28,129,36,0,12,129,36,144,38,11,19,133,31,97,37,0,12,97,37,56,23,0,12,56,23
0600000US0901115910,0901115910,"Colchester town, New London County, Connecticut",12117,258,1005,161,11112,284,6193,285,965,158,5228,330,1825,273,70,54,1755,269,1973,203,187,75,1786,185,1288,160,168,74,1120,159,714,166,288,89,426,147,393,93,252,83,141,62,5924,206,40,31,5884,207,1357,191,0,19,1357,191,2365,217,11,16,2354,215,1151,155,19,20,1132,155,642,108,10,14,632,104,409,102,0,19,409,102
0600000US0900118500,0900118500,"Danbury town, Fairfield County, Connecticut",66888,762,2910,353,63978,788,33774,956,2729,348,31045,993,11442,821,89,53,11353,815,12584,645,326,132,12258,670,4949,351,467,161,4482,361,2979,306,882,192,2097,258,1820,284,965,203,855,189,33114,886,181,107,32933,887,10158,579,84,95,10074,578,11268,527,61,38,11207,524,4989,394,18,21,4971,394,3616,293,18,22,3598,298,3083,362,0,29,3083,362
0600000US0901561030,0901561030,"Pomfret town, Windham County, Connecticut",3289,157,233,78,3056,173,1715,149,224,78,1491,168,403,123,15,23,388,123,669,101,34,51,635,99,333,120,31,27,302,119,203,60,91,50,112,53,107,46,53,31,54,39,1574,157,9,14,1565,159,384,114,0,12,384,114,511,91,0,12,511,91,376,97,9,14,367,99,214,68,0,12,214,68,89,55,0,12,89,55
0600000US0900168170,0900168170,"Shelton town, Fairfield County, Connecticut",33795,386,2184,259,31611,466,16165,437,2021,254,14144,471,3820,393,112,51,3708,381,5609,370,315,152,5294,349,3110,280,347,123,2763,265,2259,268,507,132,1752,265,1367,197,740,167,627,135,17630,438,163,105,17467,450,3421,400,0,26,3421,400,6002,330,29,36,5973,329,3369,340,0,26,3369,340,2468,233,52,85,2416,219,2370,305,82,47,2288,319
0600000US0900757320,0900757320,"Old Saybrook town, Middlesex County, Connecticut",8374,270,819,161,7555,282,3756,261,793,161,2963,268,681,161,13,18,668,159,951,157,122,66,829,153,935,142,124,73,811,133,635,145,229,91,406,127,554,117,305,96,249,72,4618,210,26,30,4592,215,688,167,0,19,688,167,1479,178,15,23,1464,173,951,155,11,18,940,155,635,130,0,19,635,130,865,163,0,19,865,163
0600000US0900580490,0900580490,"Watertown town, Litchfield County, Connecticut",17582,389,1294,229,16288,427,8675,297,1210,226,7465,323,2310,303,11,17,2299,303,2744,302,128,78,2616,288,1822,290,258,132,1564,274,1037,181,410,123,627,157,762,137,403,121,359,114,8907,359,84,79,8823,354,2073,340,18,27,2055,340,3083,262,0,23,3083,262,1596,256,0,23,1596,256,1108,195,50,69,1058,191,1047,204,16,26,1031,202
0600000US0900312270,0900312270,"Canton town, Hartford County, Connecticut",8055,153,550,157,7505,204,3947,211,491,147,3456,226,844,198,0,19,844,198,1382,203,133,84,1249,186,935,175,65,68,870,163,469,108,146,62,323,105,317,94,147,69,170,85,4108,227,59,48,4049,225,686,158,0,19,686,158,1441,208,19,31,1422,208,915,172,26,30,889,169,681,125,14,23,667,120,385,119,0,19,385,119
0600000US0900579510,0900579510,"Warren town, Litchfield County, Connecticut",1142,99,91,30,1051,99,592,55,91,30,501,55,89,24,0,12,89,24,207,40,12,12,195,38,147,25,23,19,124,25,99,24,29,14,70,23,50,21,27,14,23,15,550,58,0,12,550,58,84,31,0,12,84,31,196,34,0,12,196,34,107,23,0,12,107,23,113,25,0,12,113,25,50,18,0,12,50,18
0600000US0900183430,0900183430,"Weston town, Fairfield County, Connecticut",7173,247,364,111,6809,219,3501,183,345,108,3156,150,377,124,5,9,372,124,1460,120,53,31,1407,118,871,134,62,67,809,136,559,107,113,66,446,103,234,60,112,43,122,52,3672,168,19,22,3653,164,346,104,11,18,335,102,1752,144,0,19,1752,144,968,143,8,13,960,143,345,73,0,19,345,73,261,86,0,19,261,86
0600000US0900904580,0900904580,"Bethany town, New Haven County, Connecticut",4382,162,246,104,4136,165,2129,153,246,104,1883,142,379,134,0,17,379,134,732,143,14,22,718,144,553,120,65,84,488,102,312,84,85,50,227,79,153,61,82,49,71,48,2253,152,0,17,2253,152,352,139,0,17,352,139,823,123,0,17,823,123,602,115,0,17,602,115,294,83,0,17,294,83,182,78,0,17,182,78
0600000US0901100000,0901100000,"County subdivisions not defined, New London County, Connecticut",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
0600000US0901344910,0901344910,"Mansfield town, Tolland County, Connecticut",23788,295,556,121,23232,335,11606,510,493,109,11113,530,8852,608,29,39,8823,607,1137,162,88,52,1049,153,667,158,68,52,599,153,588,107,165,55,423,93,362,87,143,56,219,74,12182,480,63,39,12119,477,8932,530,20,23,8912,528,1349,183,16,20,1333,182,752,127,0,23,752,127,655,108,19,22,636,113,494,118,8,13,486,114
0600000US0900982870,0900982870,"West Haven town, New Haven County, Connecticut",43738,651,2800,379,40938,756,21863,811,2601,370,19262,834,8292,656,289,150,8003,651,7003,542,396,150,6607,520,3341,403,415,134,2926,390,2141,227,879,169,1262,210,1086,150,622,110,464,114,21875,651,199,101,21676,672,7584,459,31,47,7553,457,6658,532,64,66,6594,536,3346,356,72,65,3274,352,2718,302,25,31,2693,308,1569,241,7,12,1562,240
0600000US0900954870,0900954870,"North Haven town, New Haven County, Connecticut",19288,294,1474,248,17814,348,9358,325,1406,233,7952,391,2507,282,53,54,2454,306,2870,254,143,91,2727,273,1660,200,131,82,1529,198,1133,176,415,133,718,158,1188,174,664,130,524,113,9930,310,68,53,9862,318,1989,251,37,46,1952,256,3099,244,0,23,3099,244,1973,235,23,26,1950,236,1264,171,0,23,1264,171,1605,190,8,12,1597,189
0600000US0900508210,0900508210,"Bridgewater town, Litchfield County, Connecticut",1462,93,130,40,1332,94,706,67,121,41,585,64,107,38,0,12,107,38,185,38,19,23,166,34,156,28,6,6,150,27,155,36,55,26,100,34,103,25,41,18,62,21,756,62,9,7,747,63,102,34,0,12,102,34,216,34,6,6,210,33,171,35,0,12,171,35,169,33,3,4,166,33,98,23,0,12,98,23
0600000US0900946940,0900946940,"Middlebury town, New Haven County, Connecticut",6122,137,369,89,5753,152,2868,121,358,89,2510,142,638,112,12,19,626,111,949,102,66,43,883,96,533,97,43,37,490,99,423,80,93,55,330,70,325,75,144,54,181,63,3254,158,11,17,3243,157,587,123,0,17,587,123,1148,128,0,17,1148,128,640,102,11,17,629,101,373,82,0,17,373,82,506,108,0,17,506,108
0600000US0901575870,0901575870,"Thompson town, Windham County, Connecticut",7458,208,718,157,6740,206,3633,228,701,155,2932,234,938,225,59,68,879,200,1241,131,162,86,1079,128,689,120,70,63,619,117,397,96,134,67,263,77,368,95,276,85,92,53,3825,193,17,19,3808,195,1003,188,0,17,1003,188,1345,164,0,17,1345,164,820,157,17,19,803,157,351,85,0,17,351,85,306,84,0,17,306,84
0600000US0900517240,0900517240,"Cornwall town, Litchfield County, Connecticut",1033,103,80,22,953,101,489,54,74,21,415,54,53,26,0,12,53,26,133,39,8,6,125,38,127,31,17,10,110,29,114,28,29,13,85,26,62,18,20,10,42,15,544,58,6,6,538,58,60,27,0,12,60,27,143,34,0,12,143,34,150,35,3,4,147,34,122,35,0,12,122,35,69,22,3,4,66,22
0600000US0900371390,0900371390,"South Windsor town, Hartford County, Connecticut",20017,304,1411,250,18606,347,9360,308,1303,225,8057,345,2023,305,115,87,1908,297,3648,252,302,112,3346,241,1843,207,183,103,1660,194,1130,178,309,91,821,167,716,127,394,101,322,103,10657,296,108,90,10549,317,2227,308,10,16,2217,308,3927,219,59,78,3868,237,1916,190,12,18,1904,190,1381,188,14,17,1367,188,1206,176,13,19,1193,180
0600000US0901513810,0901513810,"Chaplin town, Windham County, Connecticut",1977,132,242,76,1735,128,1082,112,238,75,844,109,234,61,15,20,219,62,390,111,91,64,299,80,276,72,29,19,247,72,103,44,43,27,60,37,79,32,60,30,19,15,895,75,4,6,891,75,136,44,0,12,136,44,306,56,0,12,306,56,242,59,0,12,242,59,116,40,4,6,112,40,95,49,0,12,95,49
0600000US0900700000,0900700000,"County subdivisions not defined, Middlesex County, Connecticut",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
0600000US0900100000,0900100000,"County subdivisions not defined, Fairfield County, Connecticut",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
0600000US0900987560,0900987560,"Wolcott town, New Haven County, Connecticut",13223,293,1254,227,11969,348,6622,344,1185,232,5437,387,1668,272,70,79,1598,259,2320,280,378,165,1942,285,1432,259,287,135,1145,219,674,141,174,83,500,115,528,128,276,101,252,97,6601,326,69,48,6532,326,1372,226,0,19,1372,226,2275,292,21,24,2254,299,1190,154,26,31,1164,156,857,169,0,19,857,169,907,168,22,28,885,166
0600000US0900579720,0900579720,"Washington town, Litchfield County, Connecticut",2976,133,230,66,2746,128,1560,154,223,64,1337,151,352,195,10,15,342,196,308,81,10,17,298,82,423,102,48,39,375,97,318,88,76,45,242,74,159,52,79,35,80,36,1416,142,7,15,1409,139,248,89,7,15,241,82,315,80,0,12,315,80,359,88,0,12,359,88,337,80,0,12,337,80,157,54,0,12,157,54
0600000US0900324800,0900324800,"East Windsor town, Hartford County, Connecticut",9232,347,719,195,8513,348,4336,371,692,193,3644,343,1307,280,74,62,1233,279,1401,208,102,80,1299,198,864,236,187,119,677,212,379,139,131,75,248,109,385,125,198,64,187,111,4896,276,27,30,4869,281,1307,252,0,19,1307,252,1596,211,14,22,1582,214,902,167,0,19,902,167,485,147,0,19,485,147,606,147,13,21,593,145
0600000US0900781680,0900781680,"Westbrook town, Middlesex County, Connecticut",6218,175,511,142,5707,203,3027,232,481,132,2546,246,552,144,0,17,552,144,1030,224,96,65,934,232,698,156,47,54,651,157,471,136,139,85,332,118,276,85,199,83,77,51,3191,234,30,34,3161,230,491,132,0,17,491,132,891,204,0,17,891,204,824,206,0,17,824,206,614,124,30,34,584,124,371,124,0,17,371,124
0600000US0900735230,0900735230,"Haddam town, Middlesex County, Connecticut",6674,154,588,174,6086,224,3276,194,565,176,2711,223,633,153,0,17,633,153,1073,158,86,62,987,167,792,148,140,94,652,143,501,148,177,110,324,116,277,97,162,75,115,56,3398,196,23,30,3375,199,562,195,0,17,562,195,1215,169,13,22,1202,169,700,137,0,17,700,137,528,106,0,17,528,106,393,104,10,21,383,99
0600000US0900957600,0900957600,"Orange town, New Haven County, Connecticut",10970,145,617,121,10353,182,5154,199,591,116,4563,203,1131,222,24,26,1107,218,1713,166,66,53,1647,154,1021,148,103,57,918,143,740,115,143,57,597,107,549,94,255,62,294,73,5816,204,26,38,5790,213,1118,158,0,19,1118,158,1805,185,0,19,1805,185,1159,149,26,38,1133,151,795,103,0,19,795,103,939,129,0,19,939,129
0600000US0900332640,0900332640,"Granby town, Hartford County, Connecticut",8721,142,697,133,8024,181,4423,184,635,123,3788,209,928,222,18,28,910,221,1662,186,142,85,1520,200,911,128,152,55,759,128,672,130,245,75,427,112,250,110,78,42,172,99,4298,176,62,48,4236,183,637,154,11,18,626,152,1623,173,41,44,1582,173,974,139,10,15,964,137,584,119,0,19,584,119,480,128,0,19,480,128
0600000US0900903250,0900903250,"Beacon Falls town, New Haven County, Connecticut",4725,130,385,127,4340,189,2191,193,385,127,1806,219,380,151,18,29,362,149,844,171,44,39,800,167,457,134,38,44,419,134,296,95,143,71,153,81,214,87,142,95,72,63,2534,182,0,17,2534,182,699,207,0,17,699,207,649,141,0,17,649,141,629,141,0,17,629,141,317,97,0,17,317,97,240,125,0,17,240,125
0600000US0900946520,0900946520,"Meriden town, New Haven County, Connecticut",49022,694,2700,351,46322,702,22621,749,2628,339,19993,727,5750,487,275,147,5475,482,8094,485,327,130,7767,474,4202,376,473,167,3729,338,3021,325,826,166,2195,287,1554,269,727,172,827,192,26401,710,72,43,26329,716,7172,626,6,11,7166,627,9275,532,27,29,9248,531,4549,352,36,35,4513,348,2901,348,0,29,2901,348,2504,287,3,6,2501,288
0600000US0901562710,0901562710,"Putnam town, Windham County, Connecticut",7727,300,728,180,6999,265,3669,286,705,178,2964,262,989,199,85,92,904,189,1208,192,141,73,1067,183,786,183,122,93,664,157,416,95,165,68,251,75,270,95,192,78,78,54,4058,203,23,19,4035,202,837,150,0,17,837,150,1545,196,8,8,1537,194,675,114,0,17,675,114,470,119,0,17,470,119,531,141,15,16,516,139
0600000US0901133900,0901133900,"Griswold town, New London County, Connecticut",8933,310,935,216,7998,399,4635,245,887,208,3748,332,1363,296,71,66,1292,287,1545,244,104,73,1441,231,832,166,187,94,645,161,635,128,323,130,312,90,260,121,202,108,58,49,4298,232,48,42,4250,225,1169,238,6,12,1163,236,1369,199,12,21,1357,200,873,129,17,26,856,132,522,135,13,19,509,137,365,127,0,19,365,127
0600000US0900718080,0900718080,"Cromwell town, Middlesex County, Connecticut",11063,264,758,160,10305,285,5718,265,736,162,4982,265,1508,244,110,95,1398,235,2110,210,123,81,1987,213,1028,168,93,53,935,158,604,131,214,87,390,115,468,135,196,84,272,106,5345,292,22,25,5323,293,1026,211,13,20,1013,212,1866,179,0,19,1866,179,999,154,0,19,999,154,708,135,9,16,699,135,746,152,0,19,746,152
0600000US0900108980,0900108980,"Brookfield town, Fairfield County, Connecticut",12955,324,814,177,12141,346,6292,302,795,177,5497,311,1564,232,31,27,1533,230,2012,216,64,76,1948,204,1327,189,46,43,1281,187,787,147,314,118,473,99,602,140,340,108,262,90,6663,259,19,21,6644,264,1305,243,0,19,1305,243,2347,240,11,16,2336,240,1492,217,0,19,1492,217,886,132,0,19,886,132,633,140,8,13,625,139
0600000US0900944560,0900944560,"Madison town, New Haven County, Connecticut",13743,392,1204,199,12539,429,6272,300,1107,190,5165,298,995,190,78,77,917,192,2197,228,193,97,2004,213,1084,217,40,36,1044,215,1193,181,386,134,807,156,803,178,410,93,393,136,7471,317,97,80,7374,329,1047,192,17,25,1030,198,2492,231,16,27,2476,227,1570,260,48,67,1522,253,1288,176,16,26,1272,175,1074,218,0,19,1074,218
0600000US0901512130,0901512130,"Canterbury town, Windham County, Connecticut",3988,106,353,95,3635,105,1952,137,342,92,1610,149,363,119,6,10,357,118,774,105,57,40,717,103,459,95,133,67,326,78,215,46,62,27,153,47,141,47,84,41,57,28,2036,115,11,17,2025,116,348,87,0,17,348,87,792,100,0,17,792,100,428,90,11,17,417,88,226,55,0,17,226,55,242,69,0,17,242,69
0600000US0901378250,0901378250,"Vernon town, Tolland County, Connecticut",23827,299,1869,252,21958,327,11371,412,1772,239,9599,411,3888,362,64,51,3824,368,3494,329,333,139,3161,314,1738,204,234,91,1504,200,1187,144,419,103,768,131,1064,163,722,143,342,105,12456,374,97,53,12359,374,4088,409,9,17,4079,410,3452,289,7,11,3445,288,1994,226,24,22,1970,230,1460,161,13,22,1447,160,1462,172,44,40,1418,177
0600000US0900186370,0900186370,"Wilton town, Fairfield County, Connecticut",13244,227,551,98,12693,243,6517,233,525,94,5992,227,1211,221,0,19,1211,221,2402,159,33,21,2369,159,1514,195,30,28,1484,197,852,132,188,72,664,111,538,109,274,78,264,78,6727,210,26,29,6701,207,1030,165,0,19,1030,165,2776,195,10,16,2766,195,1367,152,9,16,1358,149,800,118,7,12,793,117,754,152,0,19,754,152
0600000US0900168310,0900168310,"Sherman town, Fairfield County, Connecticut",2949,95,217,70,2732,102,1446,104,217,70,1229,114,227,90,0,12,227,90,420,81,12,18,408,81,398,90,31,35,367,78,228,70,93,44,135,57,173,66,81,39,92,55,1503,113,0,12,1503,113,289,103,0,12,289,103,517,88,0,12,517,88,323,71,0,12,323,71,223,64,0,12,223,64,151,63,0,12,151,63
0600000US0900914160,0900914160,"Cheshire town, New Haven County, Connecticut",23620,401,1334,240,22286,444,12459,434,1259,223,11200,444,3426,391,8,13,3418,390,4540,280,246,115,4294,295,2307,234,206,91,2101,232,1369,177,344,107,1025,187,817,138,455,101,362,117,11161,368,75,74,11086,375,1726,228,0,23,1726,228,4173,336,41,61,4132,342,2224,252,24,30,2200,255,1555,233,0,23,1555,233,1483,234,10,13,1473,232
0600000US0900551350,0900551350,"New Hartford town, Litchfield County, Connecticut",5223,198,384,119,4839,221,2597,193,318,106,2279,196,420,152,0,17,420,152,1049,136,59,49,990,135,623,126,18,28,605,128,428,90,182,90,246,95,77,51,59,45,18,29,2626,171,66,62,2560,181,441,158,0,17,441,158,941,138,16,26,925,138,576,123,36,55,540,127,349,102,0,17,349,102,319,107,14,22,305,111
0600000US0901143230,0901143230,"Lisbon town, New London County, Connecticut",3477,87,402,125,3075,145,1732,123,358,104,1374,166,431,132,0,12,431,132,614,107,91,63,523,106,355,69,54,43,301,79,214,58,119,44,95,42,118,55,94,45,24,20,1745,127,44,47,1701,131,415,93,21,33,394,91,628,95,0,12,628,95,318,112,23,32,295,106,199,62,0,12,199,62,185,72,0,12,185,72
0600000US0900150580,0900150580,"New Canaan town, Fairfield County, Connecticut",14304,236,798,148,13506,272,6558,233,767,144,5791,236,804,186,0,23,804,186,3002,160,152,85,2850,184,1365,212,52,36,1313,210,739,131,262,103,477,98,648,144,301,92,347,134,7746,235,31,36,7715,234,1142,218,0,23,1142,218,3063,229,0,23,3063,229,1709,207,14,23,1695,207,903,156,0,23,903,156,929,187,17,28,912,183
0600000US0900947535,0900947535,"Milford town, New Haven County, Connecticut",44554,459,2894,307,41660,549,21112,478,2676,277,18436,540,5309,464,164,98,5145,475,7318,462,351,103,6967,451,4376,285,423,115,3953,285,2524,221,983,169,1541,201,1585,179,755,149,830,151,23442,447,218,107,23224,439,5495,427,31,40,5464,433,7448,464,74,67,7374,462,4618,316,68,58,4550,320,3288,255,0,29,3288,255,2593,245,45,39,2548,236
0400000US09,09,Connecticut,2820390,471,173998,2050,2646392,2151,1354648,526,162802,1948,1191846,2017,397150,477,10158,735,386992,910,460625,364,27662,1046,432963,1103,242846,227,25299,969,217547,976,152053,220,47368,1008,104685,983,101974,173,52315,844,49659,852,1465742,311,11196,607,1454546,673,386218,367,1823,292,384395,505,486793,271,4026,408,482767,488,259178,182,2502,264,256676,295,175361,292,1320,269,174041,396,158192,262,1525,246,156667,363
